Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-itsc,branch-le1y,branch-369y,branch-xcm8,randomiser-jf65,branch-asih,quota-t18w,branch-fqz7,branch-ho4r,quota-qptq,branch-rpm3,quota-xbdv,quota-qd5n,quota-bgsj,quota-xwhm,quota-3pu1,quota-rltk,quota-h2u6,quota-a1h7,quota-8mkn,quota-63lu,branch-crxk,branch-elfm,branch-mikh,branch-nctw,branch-zc37,branch-4mwx,branch-j73a,branch-fkxh,branch-lji3,quota-hzw3,branch-mmja,counterbalance-m678,checkpoint-gr3y,checkpoint-3jg6,randomiser-2tba,counterbalance-93ib,counterbalance-9xcr,counterbalance-wbyz,counterbalance-vply,counterbalance-hleo,checkpoint-abe5,branch-e22y,branch-9yk5,branch-v8wy,counterbalance-ulkf,branch-t3qc,counterbalance-mcio,branch-gm4e,counterbalance-3v2j,counterbalance-t9rn,counterbalance-bi4u,counterbalance-8ump,branch-h1nb,branch-5t3u,randomiser-kh5p,counterbalance-dozd,counterbalance-wch9,branch-9rgz,counterbalance-sg3w,branch-kzla,counterbalance-o3nf,counterbalance-eu1d,counterbalance-8zsd,branch-kht5,counterbalance-u2fx,counterbalance-e4l7,counterbalance-7mrq,counterbalance-s1b5,counterbalance-2v12,counterbalance-g69h,branch-ufjm,branch-qt1t,branch-1cbs,branch-2s1m,order-j7mk,branch-qjxq,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,ANSWER,clearval,Metadata,order1,order2,order3,order4,order5,order6,order7,order8,order9,order10,order11,order12,# stim
11,1570471924973,07/10/2019 18:12:04,1570471922980,-7,07/10/2019 11:12:02,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,22,3,1,stim,Zone3,timelimit_screen,484.4475999999959,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide7.jpeg,Slide7.jpeg,,,,,,,
12,1570471925254,07/10/2019 18:12:05,1570471923804,-7,07/10/2019 11:12:03,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,22,3,2,fix,advancementZone,response_keyboard,818,positive,1,0,1,0,,,,,1,trial,,,ambiguous,block1,,,,,Slide7.jpeg,Slide7.jpeg,,,,,,,
13,1570471925926,07/10/2019 18:12:05,1570471924481,-7,07/10/2019 11:12:04,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,22,3,2,fix,Zone3,timelimit_screen,1498.1142,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide7.jpeg,Slide7.jpeg,,,,,,,
14,1570471926426,07/10/2019 18:12:06,1570471924968,-7,07/10/2019 11:12:04,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,24,4,1,stim,Zone3,timelimit_screen,489.1179000000011,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide9.jpeg,Slide9.jpeg,,,,,,,
15,1570471927177,07/10/2019 18:12:07,1570471925734,-7,07/10/2019 11:12:05,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,24,4,2,fix,advancementZone,response_keyboard,752,negative,1,0,1,0,,,,,1,trial,,,ambiguous,block1,,,,,Slide9.jpeg,Slide9.jpeg,,,,,,,
16,1570471927927,07/10/2019 18:12:07,1570471926472,-7,07/10/2019 11:12:06,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,24,4,2,fix,Zone3,timelimit_screen,1505.404599999998,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide9.jpeg,Slide9.jpeg,,,,,,,
17,1570471928413,07/10/2019 18:12:08,1570471926958,-7,07/10/2019 11:12:06,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,11,5,1,stim,Zone3,timelimit_screen,484.5450000000019,,,0,1,0,,,1,,1,trial,,,negative,block1,,,,,Slide28.jpeg,Slide28.jpeg,,,,,,,
18,1570471929148,07/10/2019 18:12:09,1570471927698,-7,07/10/2019 11:12:07,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,11,5,2,fix,advancementZone,response_keyboard,730,negative,1,1,0,0,,,,,1,trial,,,negative,block1,,,,,Slide28.jpeg,Slide28.jpeg,,,,,,,
19,1570471929978,07/10/2019 18:12:09,1570471928453,-7,07/10/2019 11:12:08,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,11,5,2,fix,Zone3,timelimit_screen,1495.5032000000028,,,0,1,0,,,1,,1,trial,,,negative,block1,,,,,Slide28.jpeg,Slide28.jpeg,,,,,,,
20,1570471930381,07/10/2019 18:12:10,1570471928936,-7,07/10/2019 11:12:08,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,19,6,1,stim,Zone3,timelimit_screen,482.19299999999566,,,0,1,0,,,1,,1,trial,,,positive,block1,,,,,Slide36.jpeg,Slide36.jpeg,,,,,,,
21,1570471931039,07/10/2019 18:12:11,1570471929582,-7,07/10/2019 11:12:09,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,19,6,2,fix,advancementZone,response_keyboard,637,positive,1,1,0,0,,,,,1,trial,,,positive,block1,,,,,Slide36.jpeg,Slide36.jpeg,,,,,,,
22,1570471931883,07/10/2019 18:12:11,1570471930436,-7,07/10/2019 11:12:10,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,19,6,2,fix,Zone3,timelimit_screen,1499.6961000000047,,,0,1,0,,,1,,1,trial,,,positive,block1,,,,,Slide36.jpeg,Slide36.jpeg,,,,,,,
23,1570471932368,07/10/2019 18:12:12,1570471930923,-7,07/10/2019 11:12:10,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,28,7,1,stim,Zone3,timelimit_screen,486.85899999999674,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide13.jpeg,Slide13.jpeg,,,,,,,
24,1570471933095,07/10/2019 18:12:13,1570471931643,-7,07/10/2019 11:12:11,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,28,7,2,fix,advancementZone,response_keyboard,711,negative,1,0,1,0,,,,,1,trial,,,ambiguous,block1,,,,,Slide13.jpeg,Slide13.jpeg,,,,,,,
25,1570471933876,07/10/2019 18:12:13,1570471932419,-7,07/10/2019 11:12:12,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,28,7,2,fix,Zone3,timelimit_screen,1495.4818000000014,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide13.jpeg,Slide13.jpeg,,,,,,,
26,1570471934359,07/10/2019 18:12:14,1570471932908,-7,07/10/2019 11:12:12,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,33,8,1,stim,Zone3,timelimit_screen,488.8938999999955,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide18.jpeg,Slide18.jpeg,,,,,,,
27,1570471935188,07/10/2019 18:12:15,1570471933733,-7,07/10/2019 11:12:13,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,33,8,2,fix,advancementZone,response_keyboard,800,negative,1,0,1,0,,,,,1,trial,,,ambiguous,block1,,,,,Slide18.jpeg,Slide18.jpeg,,,,,,,
28,1570471935861,07/10/2019 18:12:15,1570471934411,-7,07/10/2019 11:12:14,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,33,8,2,fix,Zone3,timelimit_screen,1504.187600000001,,,0,1,0,,,1,,1,trial,,,ambiguous,block1,,,,,Slide18.jpeg,Slide18.jpeg,,,,,,,
29,1570471936348,07/10/2019 18:12:16,1570471934900,-7,07/10/2019 11:12:14,9792,16,task-x6ib,,3157623,A2WVCXVSE0YGML,872729,,complete,rxfdtg,,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x1200,1371x888,words,"Valence Bias Task (Practice, Words, Faces, IAPS)",22,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,,,Continue,,,,,,,,,Orders 7 and 9,,,,,,,,,,order7,,,order6,,,Continue,,,Continue,ABFCED,Images loaded ok,orders 5 and 6 - 2,18,9,1,stim,Zone3,timelimit_screen,489.19680000000517,,,0,1,0,,,1,,1,trial,,,positive,block1,,,,,Slide35.jpeg,Slide35.jpeg,,,,,,,
