"Participant.Public.ID","sur_rate","hap_rate","ang_rate","amb_rate","pos_rate","neg_rate","amw_rate","pow_rate","new_rate","all_amb_rate","all_pos_rate","all_neg_rate","sur_rt","hap_rt","ang_rt","amb_rt","pos_rt","neg_rt","amw_rt","pow_rt","new_rt","sur_neg_rt","sur_pos_rt","amb_neg_rt","amb_pos_rt","amw_neg_rt","amw_pos_rt","face_bad","iaps_bad","word_bad","bad","sex","age","race","Participant.Completion.Code"
"5oyu3dpk",0.434782608695652,0.166666666666667,1,0.608695652173913,0,0.916666666666667,0.387096774193548,0,1,0.467532467532468,0.0512820512820513,0.975,950.215217389126,631.746666668429,653.21875000518,847.066739126129,715.066249996501,766.069583328014,956.95532257894,745.132333329335,774.580937497376,976.920999996946,929.672307690803,854.377499991512,835.694444446643,959.243750000799,955.509999996713,0,0,0,0,"Male",31,"White - not of Hispanic Origin","acvhpm"
"5y72vkhl",0.0666666666666667,0,1,0.217391304347826,0,0.75,0.0384615384615385,0.0666666666666667,1,0.109375,0.0256410256410256,0.884615384615385,617.908333366116,589.134583307896,632.804999981696,799.469782636784,648.815833361974,713.311250030529,822.840384646462,700.358666634808,797.539999970468,606.195000000298,618.745000035103,926.190000027418,764.269722250497,696.595000103116,827.890200028196,0,0,0,0,"Male",41,"White - not of Hispanic Origin","iissbr"
"686g1s10",0.681818181818182,0,0.916666666666667,0.521739130434783,0.0833333333333333,0.75,0.592592592592593,0.1875,0.875,0.597222222222222,0.1,0.85,536.136363636364,501.833333333333,553.666666666667,544.173913043478,518.833333333333,565.916666666667,594.703703703704,591.5625,553.8125,543.933333333333,519.428571428571,535.333333333333,553.818181818182,589.6875,602,0,0,0,0,"Female",44,"White - not of Hispanic Origin","mwrnfb"
"6j6injox",0.583333333333333,0.0833333333333333,0.833333333333333,0.565217391304348,0,0.833333333333333,0.551724137931034,0,1,0.565789473684211,0.025,0.9,656.82416667308,568.752083316213,611.329583334737,674.639782605126,653.000416670693,674.264583348607,789.20155172718,693.57968748227,671.03250000946,673.495357132716,633.48450002959,658.84961537981,695.166999998037,794.669374998193,782.471923085933,0,0,0,0,"Male",49,"White - not of Hispanic Origin","xahrtm"
"6k4vgpfn",NA,NA,NA,0.523809523809524,0.166666666666667,0.75,0.566666666666667,0,0.875,NA,NA,NA,NA,NA,NA,779.285714285714,684.166666666667,790.25,739.3,647.307692307692,606.875,NA,NA,833.272727272727,719.9,640.117647058824,869,1,0,0,1,"Female",58,"White - not of Hispanic Origin","pgdgnz"
"86gdlm3g",0.708333333333333,0,1,0.666666666666667,0,1,0.633333333333333,0,1,0.666666666666667,0,1,782.083333333333,670.916666666667,691.583333333333,920.25,750.5,772.545454545455,1031.4,878.6875,849.6875,735.705882352941,894.714285714286,868.8125,1023.125,1008.05263157895,1071.72727272727,0,0,0,0,"Female",52,"White - not of Hispanic Origin","ftdhck"
"8alowq0r",0.782608695652174,0,1,0.75,0.0833333333333333,1,0.67741935483871,0,1,0.730769230769231,0.025,1,728.070217387184,703.688749990155,710.616249993715,737.02958333403,719.381250004517,760.396666669597,939.747258061318,844.404062492686,839.685624992853,704.303888882148,813.629000005312,705.478611111175,831.682500002595,907.084047619719,1008.33999998868,0,0,0,0,"Female",61,"White - not of Hispanic Origin","mahaag"
"8j1202i6",NA,NA,NA,0.375,0.0833333333333333,0.666666666666667,0.387096774193548,0.133333333333333,0.9375,NA,NA,NA,NA,NA,NA,881.078333339246,697.30916666352,799.924999989647,837.100806454527,801.482000000154,868.340624998382,NA,NA,932.382222232668,850.296000003194,841.011250003551,834.631052634091,1,0,0,1,"Male",30,"Black - not of Hispanic Origin","yfmhpr"
"9jluys9h",0.391304347826087,0.0833333333333333,0.75,0.739130434782609,0.0833333333333333,0.916666666666667,0.275862068965517,0.125,1,0.453333333333333,0.1,0.897435897435897,612.831086942764,505.532916693483,534.407083313757,565.95456520217,558.714999972532,535.174166686678,680.768448281391,586.922187489108,606.4846666685,584.257222246379,631.199999961869,554.971764685915,597.072499998224,699.003124987939,673.821904774134,0,0,0,0,"Male",48,"White - not of Hispanic Origin","fenmxq"
"A10QB6LE8VC9H8",0.636363636363636,0.0833333333333333,0.75,0.434782608695652,0,0.833333333333333,0.40625,0.0625,1,0.480519480519481,0.05,0.871794871794872,721.637499997583,580.792499997187,627.253333324916,639.843478259813,609.88958333716,664.794999999382,668.573437491432,618.348749994766,647.933333343826,732.812857143082,702.080624992959,672.03800000716,615.078461531084,692.484230756795,652.213421046709,0,0,0,0,"Male",24,"White - not of Hispanic Origin","zhdziu"
"A11ST9LLMHHIF9",0.833333333333333,0,1,0.291666666666667,0,0.666666666666667,0.633333333333333,0.0625,0.9375,0.58974358974359,0.025,0.875,614.791666671711,552.499999971284,581.833333339697,805.541666709663,761.99999996849,805.416666650368,729.699999978766,655.749999976251,689.062500008731,598.499999998603,696.250000037253,812.000000084351,802.882352967144,747.263157862778,699.363636360927,0,0,0,0,"Female",68,"White - not of Hispanic Origin","zywnen"
"A12FTSX85NQ8N9",0.833333333333333,0.0833333333333333,1,0.333333333333333,0,0.833333333333333,0.32258064516129,0,0.928571428571429,0.481012658227848,0.025,0.921052631578947,888.66854166675,756.477916666275,756.524999999783,948.824583333438,821.409999999559,860.520416666684,980.475322580582,928.934687500259,910.616428571302,881.447000000116,924.776249999921,1018.42562499996,914.024062500175,957.975000000443,991.189761904457,0,0,0,0,"Male",27,"White - not of Hispanic Origin","nqcrcb"
"A12TZ1W76AGOF9",0.416666666666667,0,1,0.708333333333333,0,1,0.586206896551724,0,1,0.571428571428571,0,1,713.317291665589,654.106666644414,680.475833360106,754.688333322216,708.996249964305,674.412083365799,812.081896547421,764.291875020717,782.328000043829,665.808999957517,747.251785742784,732.532647054862,808.494999971507,797.327058814357,832.984583335928,0,0,0,0,"Female",38,"White - not of Hispanic Origin","cthtqa"
"A15993PQ9RNAS2",0.666666666666667,0.166666666666667,1,NA,NA,NA,0.482758620689655,0.0625,0.933333333333333,NA,NA,NA,519.714583334159,490.072916665667,522.142500003004,NA,NA,NA,711.846379308805,636.846249997689,691.790333332028,535.098750000543,488.94625000139,NA,NA,714.754285711804,709.132333332673,0,1,0,1,"Female",32,"White - not of Hispanic Origin","efnrcx"
"A17OSPGV41FZ7P",0.869565217391304,0,1,0.375,0,1,0.333333333333333,0,0.9375,0.513513513513513,0,0.975,691.695652173913,573.5,616.833333333333,759.333333333333,657.5,664.666666666667,813.666666666667,659.8125,787.5,696.75,658,764.666666666667,756.133333333333,906.111111111111,767.444444444444,0,0,0,0,"Female",33,"White - not of Hispanic Origin","hmnbnu"
"A1B1Y6OBCA7XTZ",0.5,0,0.909090909090909,0.375,0,0.916666666666667,0.433333333333333,0.0625,1,0.434210526315789,0.025,0.947368421052632,887.79636365044,807.953333326926,759.623181815682,825.590833327927,703.428333324458,769.750833336729,1221.78833332534,953.178125018894,930.052333332909,878.369090930474,897.223636370405,797.083333328677,842.695333327477,1139.57230768238,1284.65941175818,0,0,0,0,"Male",21,"White - not of Hispanic Origin","ripuhr"
"A1BBUPIQRHVQN4",0.375,0.0833333333333333,0.636363636363636,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.125,0.733333333333333,0.397435897435897,0.125,0.684210526315789,678.643958332638,636.867916666233,654.345454544289,649.022291667279,577.159166665903,673.55041666633,697.037666666923,647.57468750031,725.566000000981,682.993888888127,676.033999999345,677.877500000856,620.167083333702,710.777499999676,690.167750000546,0,0,0,0,"Female",63,"Black - not of Hispanic Origin","qrawek"
"A1C41388918W2J",0.625,0.166666666666667,1,0.5,0.166666666666667,0.909090909090909,0.586206896551724,0.1875,0.75,0.571428571428571,0.175,0.871794871794872,783.446875003089,626.38666666074,691.070833311339,693.39104166041,719.578333296037,704.271818183109,770.33913792673,679.175312507141,736.773750002612,728.969666664489,874.24222223409,710.130000001906,676.652083318913,786.644117639619,747.240416666803,0,0,0,0,"Male",53,"White - not of Hispanic Origin","zgtxcj"
"A1DMTTZDZD77MT",0.782608695652174,0.181818181818182,0.916666666666667,0.916666666666667,0.333333333333333,0.916666666666667,0.78125,0,1,0.822784810126582,0.157894736842105,0.95,570.532826087045,587.013636363157,568.751249999877,543.276458333518,514.027083333531,557.475416666421,716.662500000098,685.275333333508,658.927187500012,547.514444444662,653.398999999626,546.962954545465,502.725000002101,683.789000000252,834.067857142405,0,0,0,0,"Female",21,"Black - not of Hispanic Origin","ekdwsp"
"A1DXSFFL5HZ1NX",0.916666666666667,0.333333333333333,0.833333333333333,NA,NA,NA,0.433333333333333,0.357142857142857,0.75,NA,NA,NA,464.33645833334,435.935416666932,452.172916666316,NA,NA,NA,610.002166666648,570.302142857534,538.785624999946,464.922727272757,457.88749999975,NA,NA,608.775000000046,610.940588235227,0,1,0,1,"Male",43,"White - not of Hispanic Origin","szofyn"
"A1E3Y8DJR2EQOC",0.5,0,0.666666666666667,0.391304347826087,0,0.916666666666667,0.354838709677419,0.133333333333333,0.875,0.407894736842105,0.0512820512820513,0.825,561.59522726772,558.347499992427,538.970416668841,583.390000008006,552.156250007101,586.16500000547,575.789032259866,543.64999999525,594.696562500758,598.6495454457,524.540909089741,557.62166667652,599.955357149676,567.149545457637,580.540750001092,0,0,0,0,"Male",37,"Asian","vmipyf"
"A1G2FLOKDFMZO8",1,0.333333333333333,1,0.458333333333333,0.166666666666667,0.833333333333333,0.53125,0.0625,1,0.65,0.175,0.948717948717949,597.832708333421,508.943750000224,512.414583333331,639.563333333398,589.150000000244,689.338749999781,747.974531250065,682.234062500129,710.067666666995,597.832708333421,NA,670.579545454528,613.31884615398,732.994411764594,764.952000000267,0,0,0,0,"Female",27,"Black - not of Hispanic Origin","ukfvyd"
"A1GKD3NG1NNHRP",0.227272727272727,0,0.833333333333333,0.739130434782609,0,0.916666666666667,0.551724137931034,0.0666666666666667,1,0.513513513513513,0.0263157894736842,0.923076923076923,908.600454545442,695.542272726016,793.466250001074,1071.90869565238,847.852499999742,869.816249999834,978.238965517135,891.507333332265,850.770000000193,855.836000001001,924.119411764395,986.274117647554,1314.5399999994,917.640937500438,1052.82115384538,0,0,0,0,"Female",59,"White - not of Hispanic Origin","lxrgpn"
"A1H0HJE05U1WJZ",0.875,0.0833333333333333,0.75,0.727272727272727,0.333333333333333,0.75,0.724137931034483,0.125,0.875,0.773333333333333,0.175,0.8,577.841041638749,560.26916661843,577.336249950652,727.615909058262,726.512916735373,712.936666658303,837.600172425074,753.637812507805,723.76031249587,534.973809495568,877.91166664101,729.204999966896,723.378333301904,838.230238096523,835.946250037523,0,0,0,0,"Male",55,"White - not of Hispanic Origin","dhefai"
"A1OR82RF1ZFWP",0.391304347826087,0.166666666666667,0.833333333333333,0.434782608695652,0.166666666666667,0.833333333333333,0.533333333333333,0.125,0.933333333333333,0.460526315789474,0.15,0.871794871794872,612.56739128705,580.917083309032,618.060000007972,628.765434775825,637.943333325287,665.410000015981,658.97566669931,667.916250051348,673.349666626503,618.959999953707,608.457857144198,672.042999998666,595.474999989025,676.190312529798,639.301785750181,0,0,0,0,"Female",69,"White - not of Hispanic Origin","russnv"
"A1QXUAY8OB3CSW",0.625,0.166666666666667,0.833333333333333,0.434782608695652,0,0.916666666666667,0.379310344827586,0,1,0.473684210526316,0.05,0.923076923076923,821.3045833254,693.234583324132,752.681250009725,764.051304350647,668.711666662906,741.22666666517,1002.73155171729,785.446874997433,899.170666665304,842.221666659073,786.442777769278,704.622000007657,809.766153845256,1017.88227270696,993.472777779163,0,0,0,0,"Male",20,"White - not of Hispanic Origin","pbqrlh"
"A1SMT4I1ESNON1",0.260869565217391,0,0.75,0.125,0.166666666666667,0.75,0.466666666666667,0,0.875,0.298701298701299,0.05,0.8,513.676739145961,506.099583328857,489.667916709247,511.353958359299,486.524166675129,486.971666648363,617.379000006864,611.123749971739,544.951875053812,562.545000032211,496.429117656696,489.43500003467,514.48523811996,561.238571386119,666.501875050017,0,0,0,0,"Male",48,"White - not of Hispanic Origin","ispmee"
"A1TJ4WI1FUH28Y",0.208333333333333,0,1,0.409090909090909,0.0833333333333333,1,0.433333333333333,0.0666666666666667,0.933333333333333,0.355263157894737,0.0512820512820513,0.974358974358974,915.450208354742,761.053750078039,815.546250009598,1046.55113637405,859.779999998864,834.11541666525,1196.22216667049,924.101999960841,1023.49999997144,1039.43099998869,882.823684240544,1176.76888890047,956.400384624991,1328.16846152911,1095.32205883742,0,0,0,0,"Female",69,"White - not of Hispanic Origin","jeareb"
"A1U3I75OPL8UZA",0.521739130434783,0.0833333333333333,0.833333333333333,0.583333333333333,0.166666666666667,0.833333333333333,0.15625,0.0625,0.666666666666667,0.392405063291139,0.1,0.769230769230769,658.474130435064,672.591250000249,639.065833333158,661.255416666942,671.285416666554,706.489166666575,766.465625000024,709.011562500223,771.923333333446,635.800416666977,683.209090909341,662.751071428834,659.161500000293,689.044999999896,780.802777777825,0,0,0,0,"Male",50,"White - not of Hispanic Origin","mmpqjj"
"A1WSCND5HZZV5N",0.75,0,1,0.347826086956522,0,0.909090909090909,0.225806451612903,0,0.9375,0.423076923076923,0,0.948717948717949,638.329583333264,513.025416666399,584.426666667544,837.409130434579,661.758333333031,782.769545455018,775.713548387543,679.734062499619,722.452812500023,623.204166666457,683.705833333685,887.985624999601,810.434999999901,770.59071428708,777.207708333511,0,0,0,0,"Female",48,"White - not of Hispanic Origin","bhnvek"
"A1XOG82RCTNFL7",0.583333333333333,0.0833333333333333,1,0.375,0,1,0.21875,0,0.9375,0.375,0.025,0.974358974358974,728.916666666667,710.083333333333,730.416666666667,1127.45833333333,1058.41666666667,1095.72727272727,791.84375,668.625,816.1875,733.5,722.5,1197.33333333333,1085.53333333333,885,765.76,0,0,0,0,"Male",29,"White - not of Hispanic Origin","rinsqc"
"A1YMIA0664RNFF",0,0,0.8,0.181818181818182,0,0.75,0.133333333333333,0,0.9375,0.105263157894737,0,0.842105263157895,528.774375000163,538.764999997511,537.250999997195,679.305681817906,634.070833332468,751.980416667114,747.661833333647,658.591875003367,715.523750001012,NA,528.774375000163,823.943749997852,647.163888889029,707.772499994462,753.798653847368,0,0,0,0,"Male",46,"Other (please specify)","nentqm"
"A1ZLMSH2TS8HWH",NA,NA,NA,0.0833333333333333,0,0.636363636363636,0.0333333333333333,0,0.9375,NA,NA,NA,NA,NA,NA,671.120208333984,622.810416668169,683.710909091381,936.049666669957,808.593750005457,922.194687500451,NA,NA,829.312500005472,656.739090909303,1114.73999998998,929.887931038232,1,0,0,1,"Male",65,"White - not of Hispanic Origin","obgxzo"
"A208A2GT4OHJOG",0.708333333333333,0.0833333333333333,1,0.380952380952381,0.166666666666667,0.666666666666667,0.32258064516129,0,0.9375,0.460526315789474,0.075,0.875,527.526666662501,532.28624999853,499.05166666819,606.740952380711,599.890416662675,573.226666655198,605.712741940102,593.428749994928,572.237812495587,496.663235288853,602.480714284216,645.262500001991,583.03538461377,604.045500000939,606.506666673037,0,0,0,0,"Male",54,"White - not of Hispanic Origin","grfruf"
"A22KRF782ELLB0",0.416666666666667,0.0833333333333333,0.833333333333333,0.791666666666667,0.0833333333333333,0.833333333333333,0.5,0,1,0.5625,0.05,0.897435897435897,605.791666666667,604.5,622.25,621.5,598.583333333333,628.833333333333,656,627.25,606.066666666667,587.4,618.928571428571,603.578947368421,689.6,657.125,654.875,0,0,0,0,"Male",38,"White - not of Hispanic Origin","ybksjg"
"A25KM5DM1Z09ZN",0.5,0,1,0.285714285714286,0,0.833333333333333,0.387096774193548,0,0.8,0.394736842105263,0,0.868421052631579,728.865625016624,552.401666645892,657.57999998856,923.088809519652,776.25374996569,873.56750005468,811.849354826394,679.523750004592,708.002000007157,768.565833335742,689.165416697506,957.959999951224,909.140333347022,917.453749978449,745.151842098781,0,0,0,0,"Female",59,"Asian","ukolld"
"A26VB424KM3RSX",0.739130434782609,0,1,0.409090909090909,0,1,0.333333333333333,0,1,0.48,0,1,706.209782608666,633.859166666526,714.712916666712,803.361818181823,724.104166666699,818.938333333341,798.567833333284,716.132187500024,737.893750000014,694.618823529334,739.050833333439,813.124444444438,796.603076923089,848.756500000034,773.473499999908,0,0,0,0,"Male",29,"White - not of Hispanic Origin","vlonmv"
"A273DS7TQWR9M1",0.875,0,1,0.5,0.0833333333333333,0.916666666666667,0.689655172413793,0,1,0.688311688311688,0.025,0.975,552.652708333346,557.45458333331,540.137916666638,726.234999999936,668.690833333433,678.9741666668,741.926896551689,656.696562499746,627.70875000024,545.644523809594,601.709999999609,725.567499999822,726.902500000051,769.174499999825,681.376666666943,0,0,0,0,"Male",32,"White - not of Hispanic Origin","npgjiv"
"A279HK0GY9PIJ0",0.875,0,1,0.291666666666667,0,0.8,0.366666666666667,0.0625,0.866666666666667,0.5,0.025,0.891891891891892,617.920208333241,562.151666666674,573.734999999336,683.719166666993,664.392083332733,660.376999999417,693.722833333837,662.861250000782,665.984666667161,606.04499999993,701.046666666419,771.182857144092,647.704705882306,700.915000000929,689.558947368678,0,0,0,0,"Female",26,"Black - not of Hispanic Origin","lnzpfk"
"A288RSAGJBLY9",0.739130434782609,0.0833333333333333,1,0.695652173913043,0,1,0.5625,0,1,0.653846153846154,0.025,1,919.347826086957,773,720.666666666667,866.521739130435,711.666666666667,735.5,979,793.6875,768.0625,910.058823529412,945.666666666667,818.125,977.142857142857,977.444444444444,981,0,0,0,0,"Female",43,"White - not of Hispanic Origin","vfejdt"
